MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,,,
LOCATION,SUBURB,Reason Code,Audit Date
Main Hurstbridge Road,DIAMOND CREEK,BCD,Aug-24
Main Neerim Road,NEERIM SOUTH,ABC,T
Main Neerim Road,NEERIM JUNCTION,ABD,T
Main Neerim Road,DROUIN,BCD,T
Main Road,CAMPBELLS CREEK,ABCD,Aug-23
Main Road,LOWER PLENTY,ABCD,Aug-24
Main Road,MONTMORENCY,AC,Aug-24
Main Road,HURSTBRIDGE,BC,Aug-24
Main Road,PAYNESVILLE,C,Dec-23
Main Road,SEASPRAY,C,May-24
Main Road,ELTHAM,C,Aug-24
Main Road East,ST ALBANS,ABCD,May-24
Main Road West,ST ALBANS,ABCD,May-24
Main South Road,DROUIN,ABCD,Sep-24
Main Street,BLACKBURN,ABCD,Jun-24
Main Street,ROMSEY,CD,May-24
Major Road,FAWKNER,ABC,Aug-24
Majorca Road,MARYBOROUGH,BC,Oct-24
Malcolm Street,MANSFIELD,ABC,Oct-24
Mallee,MURRAYVILLE,ABCD,Aug-24
Mallee Highway,PIANGIL WEST,C,Sep-23
Mallee Highway,BOINKA,C,Aug-24
Mallee Highway,BOORONGIE NORTH,C,Aug-24
Mallee Highway,CARINA,C,Aug-24
Mallee Highway,COWANGIE,C,Aug-24
Mallee Highway,KULWIN,C,Aug-24
Mallee Highway,PANITYA,C,Aug-24
Mallee Highway,UNDERBOOL,C,Aug-24
Mallee Highway,WAGANT,C,Aug-24
Mallee Highway,WALPEUP,C,Aug-24
Mallee Highway,MANANGATANG,C,Aug-24
Mallee Highway,PIANGIL,C,Aug-24
Malvern Road,SOUTH YARRA,BC,Jun-24
Malvern Road,GLEN IRIS,C,Jun-24
Malvern Road,MALVERN EAST,C,Jun-24
Malvern Road,TOORAK,C,Jun-24
Manks Road,CLYDE,B,Apr-24
Manningham Street,PARKVILLE,BD,Aug-24
Mansfield Whitfield Road,MANSFIELD,ABCD,Oct-24
Mansfield Whitfield Road,BRIDGE CREEK,ACD,Oct-24
Mansfield-Whitfield Road,TOLMIE,ABC,Oct-24
Mansfield-Whitfield Road,BRIDGE CREEK,C,Oct-24
Mansfield-Woods Point Road,PIRIES,AC,Apr-24
Mansfield-Woods Point Road,JAMIESON,BCD,Apr-24
Mansfield-Woods Point Road,MANSFIELD,C,Apr-24
Mansfield-Woods Point Road,HOWQUA,C,Apr-24
Manuka Road,BERWICK,B,Apr-24
Marathon Boulevard,CRAIGIEBURN,ABC,Aug-24
Maribyrnong Road,ASCOT VALE,BC,Aug-24
Marine Drive,SAFETY BEACH,C,Sep-24
Marine Parade,HASTINGS,ABC,Sep-24
Marine Parade,ELWOOD,BC,Jun-24
Market Road,SUNSHINE,BCD,May-24
Market Road,WERRIBEE,C,Aug-23
Marlo Road,MARLO,BC,May-24
Marong Road,IRONBARK,ABCD,Oct-23
Marong Road,WEST BENDIGO,ACD,Oct-24
Maroondah Highway,YARCK,A,Oct-24
Maroondah Highway,HEALESVILLE,ABC,Jul-24
Maroondah Highway,MERTON,ABC,Oct-24
Maroondah Highway,COLDSTREAM,ABCD,Jul-24
Maroondah Highway,BUXTON,AC,Apr-24
Maroondah Highway,BONNIE DOON,AC,Oct-24
Maroondah Highway,MAINDAMPLE,AC,Oct-24
Maroondah Highway,LILYDALE,ACD,Jul-24
Maroondah Highway,NARBETHONG,C,Apr-24
Maroondah Highway,TAGGERTY,C,Apr-24
Maroondah Highway,KANUMBRA,C,Oct-24
Maroondah Highway,MANSFIELD,C,Oct-24
Maroondah highway,WOODFIELD,C,Oct-24
Maroondah Link Highway,CATHKIN,C,Oct-24
Marshall Street,IVANHOE,BCD,Aug-24
Mary Street,HEYFIELD,ABCD,Dec-23
Maryborough Road,ASCOT,C,Aug-24
Maryborough-Ballarat Road,TALBOT,ACD,Oct-24
Maryborough-Dunolly Road,HAVELOCK,ABCD,Oct-24
Marysville Buxton Road,MARYSVILLE,ABCD,Apr-24
Marysville Road,GRANTON,C,Apr-24
Maryvale Road,MORWELL,BC,Feb-24
Mascoma Street,STRATHMORE,BC,Aug-24
Massey Avenue,RESERVOIR,BCD,Aug-24
Mayfair Drive,WODONGA,BCD,Oct-24
McArthur Road,IVANHOE EAST,BCD,Aug-24
McBryde Street,FAWKNER,BCD,Aug-24
McClelland Drive,LANGWARRIN,ABC,Sep-24
McCormick Road,KYABRAM,CD,May-24
McCormicks Road,SKYE,ABC,Aug-24
McCormicks Road,CARRUM DOWNS,ABC,Sep-24
Mccormicks Road,SANDHURST,ABCD,Nov-23
McCurdy Road,HERNE HILL,BC,Aug-24
McDonalds Road,EPPING,BCD,Aug-24
McIntyre Road,SUNSHINE NORTH,ABCD,Jun-24
McIvor Highway,AXEDALE,AC,Oct-24
McIvor Highway,KNOWSLEY,C,Oct-24
McKean Street,BAIRNSDALE,C,Dec-23
McKimmies Road,BUNDOORA,BCD,Aug-24
Mclennan Street,MOOROOPNA,ABCD,T
McMahens Road,BANGHOLME,C,Aug-24
McMahons Road,FRANKSTON,C,Sep-24
Meadowvale  Drive,GROVEDALE,BC,Aug-24
Medway Road,CRAIGIEBURN,C,Aug-24
Meeniyan-Promontory Road,BUFFALO,BC,Sep-24
Melaluka Road,LEOPOLD,ABCD,Aug-24
Melba Highway,YARRA GLEN,ABC,Jul-24
Melba Highway,DIXONS CREEK,ABCD,Jul-24
Melba Highway,LIMESTONE,AC,Aug-24
Melba Highway,DEVLIN BRIDGE,C,Aug-24
Melba Highway,GLENBURN,C,Aug-24
Melbourne Road,RYE,ABCD,Sep-24
Melbourne Road,NORTH GEELONG,ABCD,T
Melbourne Road,YEA,C,Aug-24
Melbourne Road,BLAIRGOWRIE,C,Sep-24
Melbourne Road,SORRENTO,C,Sep-24
Melbourne-Lancefield Road,CLARKEFIELD,AC,May-24
Melbourne-Lancefield Road,SUNBURY,C,Aug-24
Melrose Drive,WODONGA,ABCD,Oct-24
Melrose Drive,TULLAMARINE,ABCD,T
Melton Highway,MELTON,ABCD,May-24
Melton Highway,TAYLORS LAKES,ABCD,T
Melton Highway,SYDENHAM,C,May-24
Melton Road,GISBORNE,ABCD,T
Melton Valley Drive,MELTON,BCD,May-24
Melville Road,BRUNSWICK WEST,BCD,Aug-24
Melville Road,PASCOE VALE SOUTH,C,Aug-24
Menadue Street,HORSHAM,BC,Oct-24
Merriang Road,BEVERIDGE,ABCD,Aug-24
Merriang Road,WOODSTOCK,CD,Aug-24
Merton-Euroa Road,MERTON,AC,Apr-24
Metropolitan Ring Road,WATSONIA NORTH,ABC,Jan-24
Metung Road,SWAN REACH,AC,Dec-23
Mickleham Road,TULLAMARINE,ABC,Aug-24
Mickleham Road,GREENVALE,ABC,Aug-24
Mickleham Road,MICKLEHAM,AC,Aug-24
Mickleham Road,YUROKE,AC,Aug-24
Middleborough Road,BLACKBURN SOUTH,C,Jun-24
Midland Highway,ELAINE,ABC,Aug-24
Midland Highway,EPSOM,ABCD,Oct-23
Midland Highway,MOOROOPNA,ABCD,Aug-24
Midland Highway,BENALLA,AC,Apr-24
Midland Highway,LIMA,AC,Apr-24
Midland Highway,BATESFORD,AC,Aug-24
Midland Highway,MANSFIELD,AC,Oct-24
Midland Highway,HUNTLY,ACD,Oct-24
Midland Highway,NEWLYN,BC,Aug-24
Midland Highway,MAGPIE,BC,Aug-24
Midland Highway,GHERINGHAP,BC,Aug-24
Midland Highway,SHEPPARTON EAST,BC,Aug-24
Midland Highway,GOORNONG,BCD,Oct-24
Midland Highway,STEWARTON,C,Oct-23
Midland Highway,BARJARG,C,Apr-24
Midland Highway,SWANPOOL,C,Apr-24
Midland Highway,BLAMPIED,C,Aug-24
Midland Highway,MOUNT FRANKLIN,C,Aug-24
Midland Highway,MOUNT PROSPECT,C,Aug-24
Midland Highway,BANNOCKBURN,C,Aug-24
Midland Highway,CLARENDON,C,Aug-24
Midland Highway,BYRNESIDE,C,Aug-24
Midland Highway,TATURA,C,Aug-24
Midland Highway,BARKERS CREEK,C,Oct-24
Midland Highway,CAMPBELLS CREEK,C,Oct-24
Midland Highway,CASTLEMAINE,C,Oct-24
Midland Highway,COROP,CD,May-24
MIDLAND Highway,AVONMORE,CD,Oct-24
Midland Highway,WHITE HILLS,CD,Oct-24
Midland Link Highway,MAINDAMPLE,ABC,Apr-24
Military Road,AVONDALE HEIGHTS,BC,Aug-24
Milleara Road,KEILOR EAST,C,Aug-24
Miller Street,EPPING,AC,Aug-24
Millers Road,ALTONA,C,Aug-23
Millers Road,ALTONA NORTH,C,Aug-23
Millewa Road,KOORLONG,C,Aug-24
Millewa Road,RED CLIFFS,C,Aug-24
Mitcham Road,MITCHAM,C,Jun-24
Mitchell Street,COLBINABBIN,BCD,May-24
Mitchell Street,MAIDSTONE,C,Aug-23
Mitford Street,ELWOOD,BCD,Jun-24
Moe-Glengarry Road,YALLOURN NORTH,AC,Feb-24
Moe-Willow Grove Road,WILLOW GROVE,AC,T
Monaro Highway,NOORINBEE,ABC,May-24
Monash Road,NEWBOROUGH,ABC,Feb-24
Monash Street,SUNSHINE,ABC,May-24
Monash Way,CHURCHILL,ABC,Feb-24
Monbulk Road,SILVAN,ABC,Jul-24
Monbulk Road,MOUNT EVELYN,ABCD,T
Mont Albert Road,CANTERBURY,C,Jun-24
Montague Street,SOUTH MELBOURNE,ABCD,Jun-24
Montague Street,ALBERT PARK,BCD,Jun-24
Moore Street,MOE,ABC,Feb-24
Moore Street,WARRNAMBOOL,C,Oct-24
Moorooduc Highway,MOUNT ELIZA,ABCD,T
Mooroopna-Murchison Road,MURCHISON,BC,Aug-24
Mooroopna-Murchison Road,OLD TOOLAMBA,BC,Aug-24
Moran Street,PICOLA,BC,Oct-24
Moran Street,LONG GULLY,BCD,Oct-24
Morang Drive,MILL PARK,C,Aug-24
Moray Street,SOUTH MELBOURNE,BCD,Jun-24
Moreland Road,BRUNSWICK,C,Aug-24
Moreland Street,FOOTSCRAY,ABCD,Sep-23
Mornington Peninsula Freeway,ROSEBUD,ABC,Sep-24
Mornington Peninsula Freeway,DROMANA,ABCD,Sep-24
Mornington Peninsula Freeway,PATTERSON LAKES,ABCD,T
Mornington Peninsula Freeway,MCCRAE,C,Sep-24
Mornington Peninsula Freeway,CHELSEA HEIGHTS,C,T
Mornington Peninsula Freeway,BANGHOLME,C,T
Mornington-Tyabb Road,TYABB,ABCD,Sep-24
Morpung Avenue,IRYMPLE,BC,Aug-24
Morris Road,HOPPERS CROSSING,C,Aug-23
Mortlake-Ararat Road,DENICULL CREEK,C,Oct-24
Mortlake-Ararat Road,MAROONA,C,Oct-24
Mossfiel Drive,HOPPERS CROSSING,C,Aug-23
Mount Buffalo Road,POREPUNKAH,BC,T
Mount Buller Road,MERRIJIG,ABC,Oct-24
Mount Buller Road,SAWMILL SETTLEMENT,ABC,Oct-24
Mount Buller Road,MANSFIELD,AC,Oct-24
Mount Dandenong Road,CROYDON,ABC,May-24
Mount Dandenong Tourist Road,MONTROSE,ABC,May-24
Mount Macedon Road,WOODEND,C,May-24
Mount Pleasant Road,ELTHAM,BC,Aug-24
Mount Ridley Road,CRAIGIEBURN,AC,Aug-24
Mt Alexander Road,ESSENDON,ABC,Aug-24
Mt Buller Road,MERRIJIG,BCD,Oct-24
Mt DERRIMUT Road,DERRIMUT,BCD,Jun-24
Mt Ridley Road,MICKLEHAM,ABC,Aug-24
Murchison-Tatura Road,DHURRINGILE,BC,Aug-24
Murchison-Tatura Road,TATURA,BC,Aug-24
Murchison-Violet Town Road,ARCADIA SOUTH,AC,Aug-24
Murchison-Violet Town Road,MURCHISON EAST,BC,Aug-24
Murchison-Violet Town Road,MIEPOLL,C,Aug-24
Murdoch Road,WANGARATTA,BC,T
Murphy Street,EAST BENDIGO,C,Oct-24
Murray Parade,KOONDROOK,C,T
Murray Road,COBURG,C,Aug-24
Murray Valley  Highway,BEVERFORD,BC,T
Murray Valley Highway,TORRUMBARRY,ABC,May-24
Murray Valley Highway,COBRAM EAST,ABC,Oct-24
Murray Valley Highway,STRATHMERTON,ABC,Oct-24
Murray Valley Highway,BARNAWARTHA NORTH,ABC,Oct-24
Murray Valley Highway,BRIMIN,ABC,Oct-24
Murray Valley Highway,BROWNS PLAINS,ABC,Oct-24
Murray Valley Highway,BARAWARTHA,ABCD,Aug-24
Murray Valley Highway,KOTUPNA,ABCD,Oct-24
Murray Valley Highway,NATHALIA,ABCD,Oct-24
Murray Valley Highway,YARRAWONGA,ABCD,Oct-24
Murray Valley Highway,BAREP,ACD,May-24
Murray Valley Highway,ECHUCA,ACD,May-24
Murray Valley Highway,PEDERICK,ACD,May-24
Murray Valley Highway,BUNDALONG,ACD,Oct-24
Murray Valley Highway,COHUNA,BC,Sep-23
Murray Valley Highway,MEAD,BC,Sep-23
Murray Valley Highway,WEE WEE RUP,BC,Sep-23
Murray Valley Highway,WOOD WOOD,BC,Sep-23
Murray Valley Highway,GUNBOWER,BC,May-24
Murray Valley Highway,LEITCHVILLE,BC,May-24
Murray Valley Highway,WHARPARILLA,BC,May-24
Murray Valley Highway,BEVERFORD,BC,Aug-24
Murray Valley Highway,KENLEY,BC,Aug-24
Murray Valley Highway,LAKE BOGA,BC,Aug-24
Murray Valley Highway,NYAH,BC,Aug-24
Murray Valley Highway,SWAN HILL,BC,Aug-24
Murray Valley Highway,BARNAWARTHA,BC,Oct-24
Murray Valley Highway,BERRINGAMA,BC,Oct-24
Murray Valley Highway,CUDGEWA,BC,Oct-24
Murray Valley Highway,TALLANGATTA,BC,Oct-24
Murray Valley Highway,FAIRLEY,C,Sep-23
Murray Valley Highway,KERANG,C,Sep-23
Murray Valley Highway,KERANG EAST,C,Sep-23
Murray Valley Highway,LAKE CHARM,C,Sep-23
Murray Valley Highway,TRESCO,C,Sep-23
Murray Valley Highway,VINIFERA,C,Sep-23
Murray Valley Highway,BOUNDARY BEND,C,Aug-24
Murray Valley Highway,LAKE POWELL,C,Aug-24
Murray Valley Highway,NARRUNG,C,Aug-24
Murray Valley Highway,PIAMBIE,C,Aug-24
Murray Valley Highway,PIANGIL,C,Aug-24
Murray Valley Highway,BONEGILLA,C,Oct-24
Murray Valley Highway,BULLIOH,C,Oct-24
Murray Valley Highway,CORRYONG,C,Oct-24
Murray Valley Highway,EBDEN,C,Oct-24
Murray Valley Highway,RED BLUFF,C,Oct-24
Murray Valley Highway,MYSTIC PARK,C,T
Murray Valley Highway,ROBINVALE,C,T
Murray Valley Highway,ECHUCA VILLAGE,CD,May-24
Murray Valley Highway,BURRAMINE,CD,Oct-24
Murray Valley Hwy,TOWONG UPPER,C,Oct-24
Murrumbeena Road,MURRUMBEENA,C,Mar-24
Must Street,PORTLAND,C,T
Myers Road,BITTERN,BC,Sep-24
Myrtle Street,MYRTLEFORD,ABCD,Sep-24
Myrtlebank Road,MYRTLEBANK,ABC,Dec-23
Myrtleford-Yackandandah Road,MUDGEGONGA,BC,Mar-24
Napier Street,STRATHMORE,C,Aug-24
Napoleon Road,ROWVILLE,ABC,Feb-24
Narracan Drive,NEWBOROUGH,ABCD,Sep-24
Navigators Road,NAVIGATORS,ABCD,Aug-24
Neale Road,DEER PARK,BCD,Jun-24
Nelson Road,LILYDALE,BCD,May-24
Nepean Highway,DROMANA,ABC,Sep-24
Nepean Highway,FRANKSTON SOUTH,ABC,Sep-24
Nepean Highway,MORNINGTON,ABC,Sep-24
Nepean Highway,MOUNT ELIZA,ABC,Sep-24
Nepean Highway,CHELSEA,ABCD,Sep-23
Nepean Highway,BRIGHTON EAST,ABCD,Mar-24
Nepean Highway,EDITHVALE,ABCD,Mar-24
Nepean Highway,SEAFORD,ABCD,Sep-24
Nepean Highway,MENTONE,ABCD,T
Nepean Highway,ELSTERNWICK,C,Mar-24
Nepean Highway,PARKDALE,C,Jun-24
Nepean Highway Service Road,MORNINGTON,BCD,Sep-24
Nerowie Road,PARWAN,C,May-24
New Dookie Road,GRAHAMVALE,BC,Aug-24
Newcastle Street,PRESTON,BCD,Jun-24
Newlands Road,COBURG,ABC,Aug-24
Newlands Road,RESERVOIR,BCD,Aug-24
Newlands Road,COBURG NORTH,C,Aug-24
Nicholson Street,COBURG,ABCD,Aug-24
Nicholson Street,BRUNSWICK EAST,BCD,Aug-24
Ninth Street,MILDURA,ABCD,Aug-24
Noble Street,NOBLE PARK,CD,Aug-24
Nolan Street,NORTH BENDIGO,ABCD,Oct-24
Norman Street,WENDOUREE,C,Aug-24
Normanby Avenue,THORNBURY,C,Aug-24
Normanby Drive,GREENVALE,BC,Aug-24
Normanby Street,WARRAGUL,BC,T
North Boundary Road,HAMILTON,C,Oct-24
North Road,LANGWARRIN,ABC,Sep-24
North Road,PEARCEDALE,B,Apr-24
North Road,BRIGHTON EAST,C,Jun-24
Northern Highway,MYOLA,ABC,May-24
Northern Highway,PYALONG,ABC,Aug-24
Northern Highway,KILMORE,ABCD,Aug-24
Northern Highway,WALLAN,ABCD,T
Northern Highway,ARGYLE,AC,Oct-24
Northern Highway,LADYS PASS,AC,Oct-24
Northern Highway,TOOLLEEN,AC,Oct-24
NORTHERN Highway,ELMORE,ACD,Oct-24
Northern Highway,TOOBORAC,BC,Aug-24
Northern Highway,ELMORE,BCD,Oct-24
Northern Highway,BYLANDS,C,Aug-24
Northern Highway,HIGH CAMP,C,Aug-24
Northern Highway Offramp,BEVERIDGE,ABCD,T
Northgate Drive,THOMASTOWN,ABCD,Aug-24
Northumberland Road,PASCOE VALE,ABC,Aug-24
Northumberland Road,SUNSHINE NORTH,BCD,May-24
Novara Parade,ST ALBANS,BC,Jun-24
Oak Street,PARKVILLE,ABC,Aug-24
Oaklands Road,GREENVALE,ABCD,T
Oaklands Road,BULLA,AC,Aug-24
Oaklands Road,OAKLANDS JUNCTION,BC,Aug-24
Oakwood Road,ALBANVALE,C,Jun-24
Oberon Avenue,ST ALBANS,C,May-24
Ogilvie Avenue,ECHUCA,C,May-24
O'Gradys Road,CARRUM DOWNS,ABC,Sep-24
O'Gradys Road,KILMORE EAST,C,Aug-24
O'Herns Road,EPPING,BCD,Aug-24
Old Calder Highway,KEILOR,BCD,Jun-24
Old Dandenong Road,OAKLEIGH SOUTH,C,Jun-24
Old Geelong Road,HOPPERS CROSSING,ABCD,T
Old Geelong Road,LAVERTON NORTH,ABCD,T
Old Melbourne Road,TRARALGON,ABC,Feb-24
Old Melbourne Road,GORDON,ABCD,Aug-24
Old Sale Road,DROUIN WEST,C,T
Old Warrandyte Road,DONVALE,C,Jan-24
Olympic Parade,MAIDEN GULLY,ABC,Oct-24
Olympic Parade,KANGAROO FLAT,ACD,Oct-24
Omeo Highway,ESKDALE,ABC,Oct-24
O'Neil Road,BEACONSFIELD,BC,Apr-24
ONeills Road,MELTON,BCD,May-24
Ontario Avenue,MILDURA,ABCD,Aug-24
Oriel Road,IVANHOE,C,Aug-24
Ormond Esplanade,ELWOOD,BC,Jun-24
Ormond Road,EAST GEELONG,BC,Aug-24
Ormond Road,MOONEE PONDS,C,Aug-24
Orrong Road,TOORAK,C,Jun-24
Overport Road,FRANKSTON,C,Sep-24
Overton Lea Boulevard,SYDENHAM,BC,May-24
Oxley Flats Road,WANGARATTA,ABC,Apr-24
Pakenham Road,PAKENHAM,ABCD,Sep-23
Palmerston Street,MELTON,C,May-24
Panorama Avenue,LOWER PLENTY,BC,Aug-24
Panton Street,GOLDEN SQUARE,CD,Oct-24
Parer Road,AIRPORT WEST,BC,Aug-24
Park Road,CHELTENHAM,AC,Mar-24
Park Road,MARYBOROUGH,BCD,Oct-24
Park Road,DONVALE,C,Jan-24
Park Road,PARK ORCHARDS,C,Jan-24
Park Street,SOUTH YARRA,ABCD,Jul-24
Parkhill Road,KEW,ABCD,Jun-24
Parkside Drive,SHEPPARTON,C,Aug-24
Parwan-Exford Road,PARWAN,C,May-24
Pascoe Vale Road,GLENROY,ABC,Aug-24
Pascoe Vale Road,JACANA,ABC,Aug-24
Pascoe Vale Road,MEADOW HEIGHTS,ABCD,Aug-24
Pascoe Vale Road,COOLAROO,ABCD,Aug-24
Pascoe Vale Road,OAK PARK,AC,Aug-24
Pascoe Vale Road,PASCOE VALE,AC,Aug-24
Pascoe Vale Road,ESSENDON,C,Aug-24
Pascoe Vale Road,STRATHMORE,C,Aug-24
Patten Street,SALE,C,Dec-23
Patterson Avenue,KEILOR,C,Jun-24
Paynesville Road,BAIRNSDALE,ABC,Dec-23
Pearcedale Road,CRANBOURNE SOUTH,B,Apr-24
Pearcedale Road,PEARCEDALE,B,Apr-24
Peel Street,BALLARAT,C,Aug-24
Pender Street,THORNBURY,BCD,Jun-24
Perkins Road,LARA,ABCD,Aug-24
Perry Road,KEYSBOROUGH,CD,Aug-24
Phillip Island Road,SURF BEACH,AC,Sep-24
Pickles Street,ALBERT PARK,ABCD,Jun-24
Pillars Road,BANGHOLME,BC,Aug-24
Pine Park Drive,WOLLERT,BCD,Aug-24
Pioneer Road,GROVEDALE,BC,Aug-24
Piries-Goughs Bay Road,PIRIES,C,Apr-24
Pitfield-Scarsdale Road,CAPE CLEAR,ABCD,Aug-24
Pitfield-Scarsdale Road,SPRINGDALLAH,ABCD,Aug-24
Pitfield-Scarsdale Road,NEWTOWN,BCD,Aug-24
Pitt Street,ELTHAM,BC,Aug-24
Plantation Road,CORIO,BC,Aug-24
Plenty River Drive,GREENSBOROUGH,BC,Aug-24
Plenty Road,BUNDOORA,ABCD,Jan-24
Plenty Road,MILL PARK,ABCD,Jan-24
Plenty Road,RESERVOIR,ABCD,Aug-24
Plenty Road,YAN YEAN,AC,Aug-24
Plenty Road,MERNDA,BCD,Aug-24
Plummer Street,PORT MELBOURNE,BCD,Jun-24
Plumpton  Avenue,GLENROY,BC,Aug-24
Plumpton Road,FRASER RISE,ABCD,May-24
Plumpton Road,PLUMPTON,ABCD,May-24
Poath Road,HUGHESDALE,B,Mar-24
Point Cook Road,POINT COOK,ABCD,Sep-23
Point Nepean Road,ROSEBUD,ABCD,T
Point Nepean Road,CAPEL SOUND,C,Sep-24
Point Nepean Road,DROMANA,C,Sep-24
Point Nepean Road,MCCRAE,C,Sep-24
Point Nepean Road,TOOTGAROOK,C,Sep-24
Point Richards Road,PORTARLINGTON,BC,Aug-24
Police Road,SPRINGVALE,C,Aug-24
Pollack Street,COLAC,C,Aug-24
Port Fairy Road,BYADUK,C,Oct-24
Port Fairy Road,HAMILTON,C,Oct-24
Portarlington Road,MOOLAP,AC,Aug-24
Portarlington-Queenscliff Road,MANNERIM,ABC,Aug-24
Portland-Casterton Road,SANDFORD,C,T
Portland-Nelson Road,MOUNT RICHMOND,ABC,T
Portland-Nelson Road,PORTLAND,C,T
Pound Road,HAMPTON PARK,ABCD,Apr-24
Pound Road,NARRE WARREN SOUTH,C,Apr-24
Powells Avenue,EAST BENDIGO,C,Oct-24
Power Road,ENDEAVOUR HILLS,B,Apr-24
Powerscourt Street,MAFFRA,C,Dec-23
Powlett Street,INVERLOCH,BC,Sep-24
Prince Street,ROSEDALE,C,Dec-23
Princes  Freeway,LONGWARRY,ABCD,T
Princes  Freeway,WARRAGUL,ABCD,T
Princes  Highway,MOE,ABCD,Feb-24
Princes  Highway,EUMEMMERRING,BCD,Apr-24
Princes Drive,MORWELL,ABCD,Feb-24
Princes Freeway,WARRAGUL,ABC,T
Princes Freeway,MORWELL,ABCD,Feb-24
Princes Freeway,NEWBOROUGH,ABCD,Feb-24
Princes Freeway,NAR NAR GOON,ABCD,Apr-24
Princes Freeway,DROUIN,ABCD,T
Princes Freeway,LONGWARRY NORTH,ABCD,T
Princes Freeway,BUNYIP NORTH,ABCD,T
Princes Freeway,BUNYIP,AC,Apr-24
Princes Freeway,DARNUM,ACD,T
Princes Freeway,NILMA,ACD,T
Princes Freeway,GARFIELD,B,Apr-24
Princes Freeway,TYNONG,B,Apr-24
Princes Freeway,TYNONG NORTH,B,Apr-24
Princes Freeway,PAKENHAM,BC,Apr-24
Princes Freeway,LONGWARRY,BCD,T
Princes Highway,TERANG,ABC,Nov-23
Princes Highway,PANMURE,ABC,Jan-24
Princes Highway,NAR NAR GOON,ABC,Apr-24
Princes Highway,HALLAM,ABC,Apr-24
Princes Highway,GENOA,ABC,May-24
Princes Highway,BELMONT,ABC,Aug-24
Princes Highway,FLYNN,ABCD,Feb-24
Princes Highway,MOE,ABCD,Feb-24
Princes Highway,TRARALGON,ABCD,Feb-24
Princes Highway,TRARALGON EAST,ABCD,Feb-24
Princes Highway,OFFICER,ABCD,Apr-24
Princes Highway,BERWICK,ABCD,Apr-24
Princes Highway,WERRIBEE,ABCD,Apr-24
Princes Highway,PAKENHAM,ABCD,May-24
Princes Highway,YARRAGON,ABCD,Sep-24
Princes Highway,HEYWOOD,AC,Nov-23
Princes Highway,CLUB TERRACE,AC,May-24
Princes Highway,POMBORNEIT,BC,Nov-23
Princes Highway,PORT FAIRY,BC,Dec-23
Princes Highway,JOHNSONVILLE,BC,Dec-23
Princes Highway,LAKES ENTRANCE,BC,Dec-23
Princes Highway,NOWA NOWA,BC,Dec-23
Princes Highway,TOSTAREE,BC,May-24
Princes Highway,OAKLEIGH EAST,BC,Jun-24
Princes Highway,PIRRON YALLOCK,BC,Aug-24
Princes Highway,HUNTINGDALE,BCD,Jun-24
Princes Highway,ALLANSFORD,C,Nov-23
Princes Highway,MUMBANNAR,C,Nov-23
Princes Highway,LUCKNOW,C,Dec-23
Princes Highway,CABBAGE TREE CREEK,C,May-24
Princes Highway,MANORINA,C,May-24
Princes Highway,MCKENZIE RIVER,C,May-24
Princes Highway,NEWMERELLA,C,May-24
Princes Highway,ORBOST,C,May-24
Princes Highway,WAYGARA,C,May-24
Princes Highway,SPRINGVALE,C,Aug-24
Princes Highway,TRAFALGAR,C,T
Princes Highway,DRUMBORG,C,T
Princes Highway,GREENWALD,C,T
Princes Highway,NARRAWONG,C,T
Princes Highway,TYRENDARRA,C,T
Princes Way,DROUIN,ABCD,Sep-24
Princes Way,LONGWARRY NORTH,ABCD,Sep-24
Princes Way,WARRAGUL,ABCD,T
Princes Way,LONGWARRY,ACD,T
Princess Street,KEW,ACD,Jul-24
Progress Road,ELTHAM NORTH,BC,Aug-24
Promontory Road,YANAKIE,C,Sep-24
Prospect Hill Road,NARRE WARREN,BC,Apr-24
Prouses Road,CALIFORNIA GULLY,BCD,Oct-24
Purnell Road,CORIO,ABCD,Aug-24
Pyke Street,QUARRY HILL,C,Oct-24
Pyrenees Highway,ELMHURST,BC,Feb-24
Pyrenees Highway,AMPHITHEATRE,BC,Aug-24
Pyrenees Highway,CASTLEMAINE,BCD,May-24
Pyrenees Highway,ARARAT,C,Oct-24
Pyrenees Highway,EVERSLEY,C,Oct-24
Quarry Road,LANGWARRIN,ABC,Sep-24
Queen Street,WARRAGUL,ABCD,Sep-24
Queen Street,ALTONA,ABCD,T
Queen Street,MAFFRA,B,Dec-23
Queen Street,ALTONA,C,Aug-23
Queens Avenue,CAULFIELD EAST,ABCD,Jul-24
Racecourse Road,PAKENHAM,BC,Apr-24
Racecourse Road,ASCOT,C,Oct-24
Radford Road,RESERVOIR,ABCD,Aug-24
Raglan Street,PRESTON,AC,Aug-24
Raglan Street,SALE,C,Dec-23
Railway Avenue,WERRIBEE,C,Aug-23
Raleigh Street,WESTMEADOWS,C,Aug-24
Ranfurly Way,MILDURA,ABCD,Aug-24
Rattray Road,MONTMORENCY,AC,Aug-24
Rea Street,SHEPPARTON,ABC,Aug-24
Recreation Road,YAN YEAN,B,Aug-24
Rees Road,MELTON SOUTH,C,May-24
Reeve Street,SALE,C,Dec-23
Regent Street,MERNDA,BCD,Aug-24
Reid Parade,HASTINGS,AB,Sep-24
Remembrance Drive,CARDIGAN,AC,Aug-24
Research Warrandyte Road,RESEARCH,BC,Aug-24
Research-Warrandyte Road,NORTH WARRANDYTE,BC,Aug-24
